aircraft_type,country_prefix,registration_number,category
BB,OK,0777,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SPEED ASTIR II,OK,7338,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA34 ,OK,MMG,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,1704,AVREG_DATA.CATEGORIES.GLIDER
AN 2,OK,DAC,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,ADT,AVREG_DATA.CATEGORIES.HELICOPTER
DG-100,OK,2620,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0969,AVREG_DATA.CATEGORIES.GLIDER
LS8,OK,4505,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,1117,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,4902,AVREG_DATA.CATEGORIES.GLIDER
R 22,OK,STH,AVREG_DATA.CATEGORIES.HELICOPTER
SPEED ASTIR II,OK,7337,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,2339,AVREG_DATA.CATEGORIES.GLIDER
PA-25,OK,EYX,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,5194,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,7377,AVREG_DATA.CATEGORIES.GLIDER
fire balloons G,OK,5050,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,1149,AVREG_DATA.CATEGORIES.GLIDER
PILATUS P2-05,OK,PTW,AVREG_DATA.CATEGORIES.AIRPLANE
GROB SAILPLANES,OK,6677,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,8001,AVREG_DATA.CATEGORIES.GLIDER
Z 381,OK,BSA,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS,OK,2803,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,6543,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
VSO 10,OK,1106,AVREG_DATA.CATEGORIES.GLIDER
LS8,OK,1818,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,4403,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,VUT,AVREG_DATA.CATEGORIES.AIRPLANE
GROB SAILPLANES,OK,4899,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,CNC,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,1144,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0426,AVREG_DATA.CATEGORIES.GLIDER
ASK 21,OK,1894,AVREG_DATA.CATEGORIES.GLIDER
LS 1-0,OK,9222,AVREG_DATA.CATEGORIES.GLIDER
L 23,OK,1440,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,MLE,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,ABI,AVREG_DATA.CATEGORIES.HELICOPTER
DG-500,OK,2961,AVREG_DATA.CATEGORIES.GLIDER
DG-1001,OK,1066,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,9266,AVREG_DATA.CATEGORIES.GLIDER
LS 6,OK,1171,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,1603,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,6666,AVREG_DATA.CATEGORIES.GLIDER
SF 27 A,OK,9398,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,HHH,AVREG_DATA.CATEGORIES.AIRPLANE
LS8,OK,9105,AVREG_DATA.CATEGORIES.GLIDER
LS8,OK,8977,AVREG_DATA.CATEGORIES.GLIDER
SWIFT S1,OK,2151,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,9132,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,0456,AVREG_DATA.CATEGORIES.POWERED_GLIDER
AS 350 ,OK,DSW,AVREG_DATA.CATEGORIES.HELICOPTER
DG-200/17,OK,7420,AVREG_DATA.CATEGORIES.GLIDER
"SZD-32A "" Foka 5""",OK,1227,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,6845,AVREG_DATA.CATEGORIES.GLIDER
DR 400,OK,PSR,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,1111,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,TVY,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 177B,OK,WYN,AVREG_DATA.CATEGORIES.AIRPLANE
Pilatus PC-12,OK,PCE,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 208,OK,CZG,AVREG_DATA.CATEGORIES.AIRPLANE
Duo Discus,OK,1811,AVREG_DATA.CATEGORIES.POWERED_GLIDER
ASW 15,OK,0854,AVREG_DATA.CATEGORIES.GLIDER
DG-300 ,OK,8011,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,TER,AVREG_DATA.CATEGORIES.AIRPLANE
DG-300 ,OK,2749,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA34 ,OK,SAN,AVREG_DATA.CATEGORIES.AIRPLANE
WT9 Dynamic LSA,OK,MCH,AVREG_DATA.CATEGORIES.AIRPLANE
GROB SAILPLANES,OK,8718,AVREG_DATA.CATEGORIES.GLIDER
Z 143,OK,ICU,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 206,OK,HCE,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,KOV,AVREG_DATA.CATEGORIES.HELICOPTER
TWIN ASTIR,OK,1973,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,LLL,AVREG_DATA.CATEGORIES.AIRPLANE
Ka 6,OK,5684,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 150,OK,DSK,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,CHF,AVREG_DATA.CATEGORIES.AIRPLANE
XA42,OK,FBA,AVREG_DATA.CATEGORIES.AIRPLANE
XA42,OK,FBB,AVREG_DATA.CATEGORIES.AIRPLANE
XA42,OK,FBC,AVREG_DATA.CATEGORIES.AIRPLANE
XA42,OK,FBD,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,3832,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 510,OK,KUK,AVREG_DATA.CATEGORIES.AIRPLANE
PZL-104 WILGA Series,OK,PAO,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 210,OK,EOB,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1199,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
PIPER PA28,OK,BUD,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH 400,OK,EAS,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,MED,AVREG_DATA.CATEGORIES.HELICOPTER
BELL 206,OK,VER,AVREG_DATA.CATEGORIES.HELICOPTER
AN 2,OK,IMP,AVREG_DATA.CATEGORIES.AIRPLANE
K8,OK,6707,
Standard Cirrus,OK,9195,AVREG_DATA.CATEGORIES.GLIDER
Cessna F177,OK,SAP,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,LAZ,AVREG_DATA.CATEGORIES.AIRPLANE
DA20,OK,MAT,AVREG_DATA.CATEGORIES.AIRPLANE
SZD 48,OK,7378,AVREG_DATA.CATEGORIES.GLIDER
Arcus T,OK,2969,AVREG_DATA.CATEGORIES.POWERED_GLIDER
L 410,OK,RMC,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-f,OK,4573,AVREG_DATA.CATEGORIES.GLIDER
Mini-Nimbus ,OK,4143,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,7733,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,0070,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Z 526,OK,CRS,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,0753,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,6465,AVREG_DATA.CATEGORIES.GLIDER
VSO 10,OK,4511,AVREG_DATA.CATEGORIES.GLIDER
Commander 114,OK,VYS,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSE,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7463,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,VVC,AVREG_DATA.CATEGORIES.HELICOPTER
Commander 114,OK,ISP,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS,OK,1307,AVREG_DATA.CATEGORIES.GLIDER
EMB-145,OK,SYN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 525,OK,ILA,AVREG_DATA.CATEGORIES.AIRPLANE
MS 893,OK,PMT,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSD,AVREG_DATA.CATEGORIES.AIRPLANE
PIK-20 B,OK,9927,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,6959,AVREG_DATA.CATEGORIES.GLIDER
Bergfalke,OK,2157,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,0913,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,ALF,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,WXC,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 206,OK,BEL,AVREG_DATA.CATEGORIES.HELICOPTER
BELL 206,OK,OPT,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,0025,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Discus b,OK,4400,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,1607,AVREG_DATA.CATEGORIES.GLIDER
P-8,OK,CSA,AVREG_DATA.CATEGORIES.AIRPLANE
Christen Eagle II,OK,IGL,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,1958,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,3232,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Mosquito B,OK,0303,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,IBA,AVREG_DATA.CATEGORIES.AIRPLANE
J3C-65,OK,ONY,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,ADF,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 152,OK,HFA,AVREG_DATA.CATEGORIES.AIRPLANE
CABRI G2,OK,GUI,AVREG_DATA.CATEGORIES.HELICOPTER
LAK-17,OK,2317,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F 172,OK,ATD,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-d,OK,1943,AVREG_DATA.CATEGORIES.GLIDER
Phoebus A1,OK,9315,AVREG_DATA.CATEGORIES.GLIDER
Pilatus PC-12,OK,PCF,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,RAK,AVREG_DATA.CATEGORIES.AIRPLANE
SF 27 A,OK,0311,AVREG_DATA.CATEGORIES.GLIDER
EXTRA 400,OK,EKO,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA42,OK,OKV,AVREG_DATA.CATEGORIES.AIRPLANE
Janus,OK,2014,AVREG_DATA.CATEGORIES.GLIDER
DISCUS CS,OK,1567,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,ELV,AVREG_DATA.CATEGORIES.HELICOPTER
HPH Glasflügel 304,OK,2211,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Janus,OK,6111,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1965,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 27,OK,2032,AVREG_DATA.CATEGORIES.POWERED_GLIDER
ASW 15,OK,2361,AVREG_DATA.CATEGORIES.GLIDER
Cessna 421,OK,AAZ,AVREG_DATA.CATEGORIES.AIRPLANE
M20J,OK,ZUZ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,CAP,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna FR 172,OK,CVR,AVREG_DATA.CATEGORIES.AIRPLANE
L 23,OK,7723,AVREG_DATA.CATEGORIES.GLIDER
Cessna LC Series,OK,WSM,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,3734,AVREG_DATA.CATEGORIES.GLIDER
PS-28 Cruiser,OK,SCA,AVREG_DATA.CATEGORIES.AIRPLANE
Janus,OK,2277,AVREG_DATA.CATEGORIES.GLIDER
Arcus T,OK,2908,AVREG_DATA.CATEGORIES.POWERED_GLIDER
CAMERON HOT AIR BALLOONS,OK,2015,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,STK,AVREG_DATA.CATEGORIES.HELICOPTER
PIPER PA28,OK,OQY,AVREG_DATA.CATEGORIES.AIRPLANE
L 23,OK,8022,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,7667,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,5011,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,2108,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,2310,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
LS 3,OK,2864,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,OAM,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0014,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Husky A-1,OK,USK,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,8660,AVREG_DATA.CATEGORIES.GLIDER
ASW 27,OK,2977,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 210,OK,TGM,AVREG_DATA.CATEGORIES.AIRPLANE
Z 226,OK,ZBA,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,7877,AVREG_DATA.CATEGORIES.GLIDER
MS 890,OK,RPS,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,2234,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Duo Discus,OK,9841,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,CPB,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,4242,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Tecnam P2008 JC,OK,PZT,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7299,AVREG_DATA.CATEGORIES.GLIDER
Schweizer 269,OK,PIF,AVREG_DATA.CATEGORIES.HELICOPTER
DG-100,OK,1314,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,1974,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1133,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
VENTUS,OK,0133,AVREG_DATA.CATEGORIES.GLIDER
Mosquito B,OK,4894,AVREG_DATA.CATEGORIES.GLIDER
BELL 206,OK,GEE,AVREG_DATA.CATEGORIES.HELICOPTER
ASW 20,OK,6744,AVREG_DATA.CATEGORIES.GLIDER
Cessna 421,OK,VOK,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS 2,OK,1717,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 402,OK,MIS,AVREG_DATA.CATEGORIES.AIRPLANE
AS 355 ,OK,DSQ,AVREG_DATA.CATEGORIES.HELICOPTER
L 410,OK,NGA,AVREG_DATA.CATEGORIES.AIRPLANE
L 21,OK,6703,
T67,OK,GFO,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,0970,AVREG_DATA.CATEGORIES.GLIDER
Phoebus B1,OK,0928,AVREG_DATA.CATEGORIES.GLIDER
Cirrus-VTC,OK,0739,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,2070,AVREG_DATA.CATEGORIES.GLIDER
Duo Discus,OK,1927,AVREG_DATA.CATEGORIES.GLIDER
ASW 27,OK,2729,AVREG_DATA.CATEGORIES.POWERED_GLIDER
K7,OK,0652,AVREG_DATA.CATEGORIES.GLIDER
CAMERON HOT AIR BALLOONS,OK,9650,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Janus,OK,4420,AVREG_DATA.CATEGORIES.GLIDER
Cirrus-VTC,OK,4751,AVREG_DATA.CATEGORIES.GLIDER
"SZD-9 bis ""Bocian""",OK,7221,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,FAB,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1097,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
K8,OK,7878,AVREG_DATA.CATEGORIES.GLIDER
P.68,OK,GIS,AVREG_DATA.CATEGORIES.AIRPLANE
Phoebus A1,OK,3103,AVREG_DATA.CATEGORIES.GLIDER
"SZD-32A "" Foka 5""",OK,4258,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA44,OK,FAA,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,ART,AVREG_DATA.CATEGORIES.AIRPLANE
Twinshark,OK,7393,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 44,OK,JKJ,AVREG_DATA.CATEGORIES.HELICOPTER
SR22,OK,CEL,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSF,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1510,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Z 42,OK,ALD,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,5129,AVREG_DATA.CATEGORIES.GLIDER
Z 726,OK,PBC,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,MAM,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,FRA,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSH,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSI,AVREG_DATA.CATEGORIES.AIRPLANE
ULTRAMAGIC HOT AIR BALLOONS,OK,7556,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,1499,AVREG_DATA.CATEGORIES.GLIDER
EV-55 Outback,OK,JRU,
EV-55 Outback,OK,DRM,
PIPER PA18,OK,CHT,AVREG_DATA.CATEGORIES.AIRPLANE
CABRI G2,OK,RHA,AVREG_DATA.CATEGORIES.HELICOPTER
K7,OK,1537,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,9996,AVREG_DATA.CATEGORIES.GLIDER
BEECH 400,OK,PPP,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,4304,AVREG_DATA.CATEGORIES.POWERED_GLIDER
K8,OK,6221,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1501,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
PA-25,OK,MLP,AVREG_DATA.CATEGORIES.AIRPLANE
Ka 6,OK,0660,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,5235,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,2609,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Z 50,OK,WRQ,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,3033,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,UWE,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,2067,AVREG_DATA.CATEGORIES.GLIDER
Z 126,OK,IFO,AVREG_DATA.CATEGORIES.AIRPLANE
TWIN ASTIR,OK,4646,AVREG_DATA.CATEGORIES.GLIDER
Cessna 404,OK,TGS,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,5505,AVREG_DATA.CATEGORIES.GLIDER
AA-1,OK,EML,AVREG_DATA.CATEGORIES.AIRPLANE
CAMERON HOT AIR BALLOONS,OK,1871,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,8181,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,3759,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,2932,AVREG_DATA.CATEGORIES.GLIDER
DA 42,OK,GER,AVREG_DATA.CATEGORIES.AIRPLANE
T67,OK,LET,AVREG_DATA.CATEGORIES.AIRPLANE
Gulfstream G200,OK,GLX,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 182,OK,LAK,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,ZLM,AVREG_DATA.CATEGORIES.HELICOPTER
Z 526,OK,DRJ,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,3981,AVREG_DATA.CATEGORIES.GLIDER
Cessna 150 ,OK,DSL,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8070,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 27,OK,2727,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,0620,AVREG_DATA.CATEGORIES.GLIDER
Cessna 421,OK,EAV,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,EAB,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7301,AVREG_DATA.CATEGORIES.GLIDER
EC 120,OK,EUP,AVREG_DATA.CATEGORIES.HELICOPTER
BEECH 400,OK,BEE,AVREG_DATA.CATEGORIES.AIRPLANE
EMB-500,OK,VAN,AVREG_DATA.CATEGORIES.AIRPLANE
DG-400,OK,7737,AVREG_DATA.CATEGORIES.POWERED_GLIDER
NIMBUS,OK,1970,AVREG_DATA.CATEGORIES.GLIDER
DG-400,OK,1976,AVREG_DATA.CATEGORIES.POWERED_GLIDER
PIPER PA28,OK,LIA,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,7577,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,DSO,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA18,OK,LIP,AVREG_DATA.CATEGORIES.AIRPLANE
Discus b,OK,9033,AVREG_DATA.CATEGORIES.GLIDER
LF 107 LUNAK,OK,0820,AVREG_DATA.CATEGORIES.GLIDER
Bergfalke,OK,3625,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,6644,AVREG_DATA.CATEGORIES.POWERED_GLIDER
DG-200/17,OK,3804,AVREG_DATA.CATEGORIES.GLIDER
EUROPA XS,OK,BER,AVREG_DATA.CATEGORIES.AIRPLANE
GROB G 115,OK,GRB,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,JIR,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F177,OK,CCC,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8811,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASTIR CS,OK,7385,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,CRN,AVREG_DATA.CATEGORIES.AIRPLANE
ASH 31 Mi,OK,0130,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SR22,OK,KOA,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,4532,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,ELU,AVREG_DATA.CATEGORIES.AIRPLANE
R 66,OK,MDV,AVREG_DATA.CATEGORIES.HELICOPTER
ASTIR CS,OK,4165,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,8810,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cirrus,OK,9254,AVREG_DATA.CATEGORIES.GLIDER
Cessna 182,OK,KKK,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-c,OK,0963,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1601,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
B 737,OK,TSM,AVREG_DATA.CATEGORIES.AIRPLANE
DG-808,OK,1977,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Z 226,OK,IGC,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,4178,AVREG_DATA.CATEGORIES.GLIDER
DG single seaters,OK,2592,AVREG_DATA.CATEGORIES.GLIDER
AG-5B,OK,AIJ,AVREG_DATA.CATEGORIES.AIRPLANE
Z 42,OK,ZAA,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA18,OK,CUB,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,6846,AVREG_DATA.CATEGORIES.GLIDER
GROB SAILPLANES,OK,3845,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,0005,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 680,OK,JRT,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TSO,AVREG_DATA.CATEGORIES.AIRPLANE
SF 27 A,OK,2772,AVREG_DATA.CATEGORIES.GLIDER
BELL 206,OK,BWR,AVREG_DATA.CATEGORIES.HELICOPTER
Tecnam P2006T,OK,FLY,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,AVC,AVREG_DATA.CATEGORIES.AIRPLANE
GROB SAILPLANES,OK,7774,AVREG_DATA.CATEGORIES.GLIDER
Cessna 340,OK,MIT,AVREG_DATA.CATEGORIES.AIRPLANE
Nimbus - 3T,OK,6725,AVREG_DATA.CATEGORIES.POWERED_GLIDER
CABRI G2,OK,REK,AVREG_DATA.CATEGORIES.HELICOPTER
CABRI G2,OK,BRI,AVREG_DATA.CATEGORIES.HELICOPTER
SportStar RTC,OK,MOA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,OKF,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,DSU,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH 400,OK,BII,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,JUD,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1464,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1604,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 15,OK,0540,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,7237,AVREG_DATA.CATEGORIES.GLIDER
Cessna 525,OK,KIN,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2006T,OK,TWN,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH 400,OK,RAH,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F177,OK,KVL,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna T303,OK,REC,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,FAD,AVREG_DATA.CATEGORIES.AIRPLANE
Colt 120A,OK,2407,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
DG-400,OK,2103,AVREG_DATA.CATEGORIES.POWERED_GLIDER
VT 16,OK,2439,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,MIA,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,4028,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,7713,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,4981,AVREG_DATA.CATEGORIES.GLIDER
K8,OK,7537,AVREG_DATA.CATEGORIES.GLIDER
Bellanca,OK,ACA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 152,OK,STB,AVREG_DATA.CATEGORIES.AIRPLANE
SM-92TE,OK,PRA,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,0971,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,7566,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 172,OK,FAE,AVREG_DATA.CATEGORIES.AIRPLANE
"201 ""Mariane""",OK,0201,AVREG_DATA.CATEGORIES.GLIDER
LS 1-c,OK,5544,AVREG_DATA.CATEGORIES.GLIDER
Duo Discus,OK,2016,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SR20,OK,APR,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,MIG,AVREG_DATA.CATEGORIES.AIRPLANE
Ka 6,OK,9781,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,0555,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,5007,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
HPH Glasflügel 304,OK,6634,AVREG_DATA.CATEGORIES.POWERED_GLIDER
